Sensore,Data,Temperatura
S6,2021-02-08,55
S7,2021-02-08,40
S8,2021-02-08,38
S9,2021-02-08,14
S10,2021-02-08,10
S11,2021-02-08,20
S12,2021-02-08,26
S13,2021-02-08,51
S14,2021-02-08,18
S15,2021-02-08,15
S1,2021-02-09,18
S2,2021-02-09,50
S3,2021-02-09,14
S4,2021-02-09,63
S5,2021-02-09,40
S6,2021-02-09,48
S7,2021-02-09,44
S8,2021-02-09,17
S9,2021-02-09,20
S10,2021-02-09,57
S11,2021-02-09,21
S12,2021-02-09,62
S13,2021-02-09,39
S14,2021-02-09,10
S15,2021-02-09,15
S1,2021-02-10,63
S2,2021-02-10,20
S3,2021-02-10,24
S4,2021-02-10,20
S5,2021-02-10,58
S6,2021-02-10,38
S7,2021-02-10,57
S8,2021-02-10,56
S9,2021-02-10,32
S10,2021-02-10,23
S11,2021-02-10,63
S12,2021-02-10,64
S13,2021-02-10,21
S14,2021-02-10,62
S15,2021-02-10,31
S1,2021-02-11,32
S2,2021-02-11,14
S3,2021-02-11,45
S4,2021-02-11,44
S5,2021-02-11,28
S6,2021-02-11,57
S7,2021-02-11,48
S8,2021-02-11,19
S9,2021-02-11,58
S10,2021-02-11,23
S11,2021-02-11,25
S12,2021-02-11,23
S13,2021-02-11,11
S14,2021-02-11,46
S15,2021-02-11,56
S1,2021-02-12,57
S2,2021-02-12,10
S3,2021-02-12,37
S4,2021-02-12,64
S5,2021-02-12,11
S6,2021-02-12,10
S7,2021-02-12,12
S8,2021-02-12,41
S9,2021-02-12,25
S10,2021-02-12,41
S11,2021-02-12,26
S12,2021-02-12,58
S13,2021-02-12,46
S14,2021-02-12,50
S15,2021-02-12,41
S1,2021-02-13,49
S2,2021-02-13,32
S3,2021-02-13,19
S4,2021-02-13,53
S5,2021-02-13,35
S6,2021-02-13,16
S7,2021-02-13,26
S8,2021-02-13,60
S9,2021-02-13,47
S10,2021-02-13,22
S11,2021-02-13,24
S12,2021-02-13,10
S13,2021-02-13,30
S14,2021-02-13,61
S15,2021-02-13,42
S1,2021-02-14,24
S2,2021-02-14,55
S3,2021-02-14,20
S4,2021-02-14,41
S5,2021-02-14,30
S6,2021-02-14,63
S7,2021-02-14,36
S8,2021-02-14,22
S9,2021-02-14,61
S10,2021-02-14,31
S11,2021-02-14,29
S12,2021-02-14,38
S13,2021-02-14,30
S14,2021-02-14,12
S15,2021-02-14,12
S1,2021-02-15,64
S2,2021-02-15,12
S3,2021-02-15,34
S4,2021-02-15,27
S5,2021-02-15,39
S6,2021-02-15,58
S7,2021-02-15,13
S8,2021-02-15,22
S9,2021-02-15,21
S10,2021-02-15,49
S11,2021-02-15,40
S12,2021-02-15,15
S13,2021-02-15,55
S14,2021-02-15,51
S15,2021-02-15,51
S1,2021-02-16,64
S2,2021-02-16,47
S3,2021-02-16,44
S4,2021-02-16,47
S5,2021-02-16,27
S6,2021-02-16,35
S7,2021-02-16,48
S8,2021-02-16,14
S9,2021-02-16,29
S10,2021-02-16,43
S11,2021-02-16,22
S12,2021-02-16,20
S13,2021-02-16,23
S14,2021-02-16,32
S15,2021-02-16,15
S1,2021-02-17,43
S2,2021-02-17,61
S3,2021-02-17,58
S4,2021-02-17,44
S5,2021-02-17,23
S6,2021-02-17,22
S7,2021-02-17,40
S8,2021-02-17,12
S9,2021-02-17,32
S10,2021-02-17,49
S11,2021-02-17,20
S12,2021-02-17,42
S13,2021-02-17,63
S14,2021-02-17,57
S15,2021-02-17,55
S1,2021-02-18,58
S2,2021-02-18,46
S3,2021-02-18,35
S4,2021-02-18,19
S5,2021-02-18,32
S6,2021-02-18,47
S7,2021-02-18,58
S8,2021-02-18,48
S9,2021-02-18,49
S10,2021-02-18,41
S11,2021-02-18,26
S12,2021-02-18,62
S13,2021-02-18,15
S14,2021-02-18,49
S15,2021-02-18,26
S1,2021-02-19,48
S2,2021-02-19,55
S3,2021-02-19,55
S4,2021-02-19,16
S5,2021-02-19,15
S6,2021-02-19,44
S7,2021-02-19,21
S8,2021-02-19,20
S9,2021-02-19,37
S10,2021-02-19,39
S11,2021-02-19,33
S12,2021-02-19,44
S13,2021-02-19,21
S14,2021-02-19,63
S15,2021-02-19,16
S1,2021-02-20,57
S2,2021-02-20,49
S3,2021-02-20,22
S4,2021-02-20,38
S5,2021-02-20,50
S6,2021-02-20,40
S7,2021-02-20,49
S8,2021-02-20,14
S9,2021-02-20,64
S10,2021-02-20,32
S11,2021-02-20,49
S12,2021-02-20,22
S13,2021-02-20,18
S14,2021-02-20,13
S15,2021-02-20,62
S1,2021-02-21,25
S2,2021-02-21,35
S3,2021-02-21,28
S4,2021-02-21,16
S5,2021-02-21,11
S6,2021-02-21,30
S7,2021-02-21,52
S8,2021-02-21,57
S9,2021-02-21,51
S10,2021-02-21,20
S11,2021-02-21,46
S12,2021-02-21,36
S13,2021-02-21,62
S14,2021-02-21,45
S15,2021-02-21,63
S1,2021-02-22,13
S2,2021-02-22,47
S3,2021-02-22,50
S4,2021-02-22,43
S5,2021-02-22,49
S6,2021-02-22,41
S7,2021-02-22,49
S8,2021-02-22,41
S9,2021-02-22,63
S10,2021-02-22,50
S11,2021-02-22,63
S12,2021-02-22,51
S13,2021-02-22,55
S14,2021-02-22,48
S15,2021-02-22,30
S1,2021-02-23,31
S2,2021-02-23,12
S3,2021-02-23,17
S4,2021-02-23,40
S5,2021-02-23,24
S6,2021-02-23,63
S7,2021-02-23,25
S8,2021-02-23,15
S9,2021-02-23,61
S10,2021-02-23,51
S11,2021-02-23,15
S12,2021-02-23,57
S13,2021-02-23,35
S14,2021-02-23,28
S15,2021-02-23,13
S1,2021-02-24,14
S2,2021-02-24,52
S3,2021-02-24,34
S4,2021-02-24,11
S5,2021-02-24,28
S6,2021-02-24,12
S7,2021-02-24,37
S8,2021-02-24,40
S9,2021-02-24,29
S10,2021-02-24,31
S11,2021-02-24,40
S12,2021-02-24,59
S13,2021-02-24,30
S14,2021-02-24,30
S15,2021-02-24,13
S1,2021-02-25,44
S2,2021-02-25,61
S3,2021-02-25,18
S4,2021-02-25,31
S5,2021-02-25,53
S6,2021-02-25,43
S7,2021-02-25,29
S8,2021-02-25,32
S9,2021-02-25,30
S10,2021-02-25,10
S11,2021-02-25,53
S12,2021-02-25,41
S13,2021-02-25,53
S14,2021-02-25,57
S15,2021-02-25,43
S1,2021-02-26,49
S2,2021-02-26,24
S3,2021-02-26,23
S4,2021-02-26,60
S5,2021-02-26,46
S6,2021-02-26,20
S7,2021-02-26,27
S8,2021-02-26,54
S9,2021-02-26,29
S10,2021-02-26,28
S11,2021-02-26,59
S12,2021-02-26,37
S13,2021-02-26,53
S14,2021-02-26,19
S15,2021-02-26,49
S1,2021-02-27,13
S2,2021-02-27,60
S3,2021-02-27,49
S4,2021-02-27,58
S5,2021-02-27,16
S6,2021-02-27,18
S7,2021-02-27,48
S8,2021-02-27,14
S9,2021-02-27,39
S10,2021-02-27,34
S11,2021-02-27,50
S12,2021-02-27,29
S13,2021-02-27,13
S14,2021-02-27,10
S15,2021-02-27,40
S1,2021-02-28,35
S2,2021-02-28,48
S3,2021-02-28,47
S4,2021-02-28,50
S5,2021-02-28,46
S6,2021-02-28,25
S7,2021-02-28,45
S8,2021-02-28,34
S9,2021-02-28,48
S10,2021-02-28,57
S11,2021-02-28,26
S12,2021-02-28,17
S13,2021-02-28,53
S14,2021-02-28,12
S15,2021-02-28,59
S1,2021-03-01,16
S2,2021-03-01,40
S3,2021-03-01,23
S4,2021-03-01,46
S5,2021-03-01,61
S6,2021-03-01,58
S7,2021-03-01,56
S8,2021-03-01,60
S9,2021-03-01,50
S10,2021-03-01,34
S11,2021-03-01,10
S12,2021-03-01,20
S13,2021-03-01,49
S14,2021-03-01,35
S15,2021-03-01,61
S1,2021-03-02,55
S2,2021-03-02,23
S3,2021-03-02,53
S4,2021-03-02,54
S5,2021-03-02,57
S6,2021-03-02,20
S7,2021-03-02,54
S8,2021-03-02,12
S9,2021-03-02,37
S10,2021-03-02,33
S11,2021-03-02,33
S12,2021-03-02,35
S13,2021-03-02,11
S14,2021-03-02,11
S15,2021-03-02,54
S1,2021-03-03,11
S2,2021-03-03,60
S3,2021-03-03,11
S4,2021-03-03,44
S5,2021-03-03,28
S6,2021-03-03,19
S7,2021-03-03,16
S8,2021-03-03,31
S9,2021-03-03,14
S10,2021-03-03,47
S11,2021-03-03,44
S12,2021-03-03,53
S13,2021-03-03,62
S14,2021-03-03,25
S15,2021-03-03,46
S1,2021-03-04,15
S2,2021-03-04,61
S3,2021-03-04,64
S4,2021-03-04,52
S5,2021-03-04,11
S6,2021-03-04,13
S7,2021-03-04,28
S8,2021-03-04,64
S9,2021-03-04,20
S10,2021-03-04,48
S11,2021-03-04,26
S12,2021-03-04,38
S13,2021-03-04,51
S14,2021-03-04,23
S15,2021-03-04,38
S1,2021-03-05,32
S2,2021-03-05,55
S3,2021-03-05,58
S4,2021-03-05,60
S5,2021-03-05,33
S6,2021-03-05,15
S7,2021-03-05,18
S8,2021-03-05,14
S9,2021-03-05,16
S10,2021-03-05,52
S11,2021-03-05,49
S12,2021-03-05,56
S13,2021-03-05,49
S14,2021-03-05,16
S15,2021-03-05,23
S1,2021-03-06,32
S2,2021-03-06,57
S3,2021-03-06,52
S4,2021-03-06,55
S5,2021-03-06,27
S6,2021-03-06,36
S7,2021-03-06,35
S8,2021-03-06,23
S9,2021-03-06,64
S10,2021-03-06,51
S11,2021-03-06,48
S12,2021-03-06,60
S13,2021-03-06,56
S14,2021-03-06,61
S15,2021-03-06,12
S1,2021-03-07,46
S2,2021-03-07,30
S3,2021-03-07,18
S4,2021-03-07,41
S5,2021-03-07,24
S6,2021-03-07,53
S7,2021-03-07,59
S8,2021-03-07,11
S9,2021-03-07,57
S10,2021-03-07,41
S11,2021-03-07,62
S12,2021-03-07,56
S13,2021-03-07,57
S14,2021-03-07,64
S15,2021-03-07,27
S1,2021-03-08,21
S2,2021-03-08,44
S3,2021-03-08,58
S4,2021-03-08,61
S5,2021-03-08,25
S6,2021-03-08,34
S7,2021-03-08,50
S8,2021-03-08,60
S9,2021-03-08,60
S10,2021-03-08,11
S11,2021-03-08,61
S12,2021-03-08,41
S13,2021-03-08,58
S14,2021-03-08,18
S15,2021-03-08,49
S1,2021-03-09,19
S2,2021-03-09,27
S3,2021-03-09,18
S4,2021-03-09,14
S5,2021-03-09,16
S6,2021-03-09,28
S7,2021-03-09,47
S8,2021-03-09,18
S9,2021-03-09,56
S10,2021-03-09,35
S11,2021-03-09,37
S12,2021-03-09,55
S13,2021-03-09,60
S14,2021-03-09,24
S15,2021-03-09,30
S1,2021-03-10,44
S2,2021-03-10,42
S3,2021-03-10,23
S4,2021-03-10,47
S5,2021-03-10,40
S6,2021-03-10,14
S7,2021-03-10,11
S8,2021-03-10,59
S9,2021-03-10,45
S10,2021-03-10,42
S11,2021-03-10,60
S12,2021-03-10,34
S13,2021-03-10,23
S14,2021-03-10,39
S15,2021-03-10,28
S1,2021-03-11,21
S2,2021-03-11,10
S3,2021-03-11,58
S4,2021-03-11,17
S5,2021-03-11,31
S6,2021-03-11,45
S7,2021-03-11,48
S8,2021-03-11,53
S9,2021-03-11,58
S10,2021-03-11,63
S11,2021-03-11,38
S12,2021-03-11,35
S13,2021-03-11,11
S14,2021-03-11,36
S15,2021-03-11,53
S1,2021-03-12,43
S2,2021-03-12,55
S3,2021-03-12,46
S4,2021-03-12,39
S5,2021-03-12,31
S6,2021-03-12,28
S7,2021-03-12,28
S8,2021-03-12,21
S9,2021-03-12,43
S10,2021-03-12,45
S11,2021-03-12,17
S12,2021-03-12,32
S13,2021-03-12,37
S14,2021-03-12,36
S15,2021-03-12,20
S1,2021-03-13,59
S2,2021-03-13,34
S3,2021-03-13,43
S4,2021-03-13,38
S5,2021-03-13,23
S6,2021-03-13,36
S7,2021-03-13,62
S8,2021-03-13,52
S9,2021-03-13,57
S10,2021-03-13,50
S11,2021-03-13,61
S12,2021-03-13,54
S13,2021-03-13,30
S14,2021-03-13,49
S15,2021-03-13,11
S1,2021-03-14,43
S2,2021-03-14,10
S3,2021-03-14,33
S4,2021-03-14,56
S5,2021-03-14,63
S6,2021-03-14,15
S7,2021-03-14,52
S8,2021-03-14,49
S9,2021-03-14,17
S10,2021-03-14,64
S11,2021-03-14,58
S12,2021-03-14,54
S13,2021-03-14,24
S14,2021-03-14,36
S15,2021-03-14,23
S1,2021-03-15,22
S2,2021-03-15,20
S3,2021-03-15,26
S4,2021-03-15,47
S5,2021-03-15,14
S6,2021-03-15,14
S7,2021-03-15,57
S8,2021-03-15,38
S9,2021-03-15,22
S10,2021-03-15,26
S11,2021-03-15,46
S12,2021-03-15,12
S13,2021-03-15,54
S14,2021-03-15,53
S15,2021-03-15,35
S1,2021-03-16,39
S2,2021-03-16,62
S3,2021-03-16,37
S4,2021-03-16,41
S5,2021-03-16,12
S6,2021-03-16,17
S7,2021-03-16,64
S8,2021-03-16,45
S9,2021-03-16,38
S10,2021-03-16,15
S11,2021-03-16,16
S12,2021-03-16,50
S13,2021-03-16,35
S14,2021-03-16,38
S15,2021-03-16,30
S1,2021-03-17,47
S2,2021-03-17,47
S3,2021-03-17,25
S4,2021-03-17,44
S5,2021-03-17,38
S6,2021-03-17,50
S7,2021-03-17,38
S8,2021-03-17,47
S9,2021-03-17,45
S10,2021-03-17,62
S11,2021-03-17,51
S12,2021-03-17,36
S13,2021-03-17,20
S14,2021-03-17,40
S15,2021-03-17,27
S1,2021-03-18,12
S2,2021-03-18,63
S3,2021-03-18,60
S4,2021-03-18,47
S5,2021-03-18,35
S6,2021-03-18,60
S7,2021-03-18,27
S8,2021-03-18,47
S9,2021-03-18,34
S10,2021-03-18,15
S11,2021-03-18,23
S12,2021-03-18,39
S13,2021-03-18,53
S14,2021-03-18,42
S15,2021-03-18,62
S1,2021-03-19,29
S2,2021-03-19,31
S3,2021-03-19,64
S4,2021-03-19,57
S5,2021-03-19,44
S6,2021-03-19,63
S7,2021-03-19,51
S8,2021-03-19,19
S9,2021-03-19,25
S10,2021-03-19,49
S11,2021-03-19,10
S12,2021-03-19,25
S13,2021-03-19,56
S14,2021-03-19,44
S15,2021-03-19,26
S1,2021-03-20,46
S2,2021-03-20,54
S3,2021-03-20,15
S4,2021-03-20,20
S5,2021-03-20,13
S6,2021-03-20,17
S7,2021-03-20,55
S8,2021-03-20,52
S9,2021-03-20,13
S10,2021-03-20,35
S11,2021-03-20,29
S12,2021-03-20,64
S13,2021-03-20,56
S14,2021-03-20,38
S15,2021-03-20,25
S1,2021-03-21,21
S2,2021-03-21,49
S3,2021-03-21,15
S4,2021-03-21,47
S5,2021-03-21,43
S6,2021-03-21,30
S7,2021-03-21,37
S8,2021-03-21,27
S9,2021-03-21,60
S10,2021-03-21,28
S11,2021-03-21,25
S12,2021-03-21,54
S13,2021-03-21,44
S14,2021-03-21,63
S15,2021-03-21,34
S1,2021-03-22,44
S2,2021-03-22,35
S3,2021-03-22,13
S4,2021-03-22,18
S5,2021-03-22,34
S6,2021-03-22,33
S7,2021-03-22,33
S8,2021-03-22,42
S9,2021-03-22,39
S10,2021-03-22,54
S11,2021-03-22,38
S12,2021-03-22,43
S13,2021-03-22,60
S14,2021-03-22,32
S15,2021-03-22,25
S1,2021-03-23,63
S2,2021-03-23,60
S3,2021-03-23,46
S4,2021-03-23,10
S5,2021-03-23,37
S6,2021-03-23,26
S7,2021-03-23,20
S8,2021-03-23,19
S9,2021-03-23,10
S10,2021-03-23,61
S11,2021-03-23,18
S12,2021-03-23,36
S13,2021-03-23,20
S14,2021-03-23,56
S15,2021-03-23,52
S1,2021-03-24,28
S2,2021-03-24,20
S3,2021-03-24,54
S4,2021-03-24,44
S5,2021-03-24,55
S6,2021-03-24,58
S7,2021-03-24,61
S8,2021-03-24,47
S9,2021-03-24,14
S10,2021-03-24,56
S11,2021-03-24,52
S12,2021-03-24,17
S13,2021-03-24,41
S14,2021-03-24,57
S15,2021-03-24,14
S1,2021-03-25,51
S2,2021-03-25,41
S3,2021-03-25,60
S4,2021-03-25,45
S5,2021-03-25,30
S6,2021-03-25,30
S7,2021-03-25,17
S8,2021-03-25,43
S9,2021-03-25,36
S10,2021-03-25,18
S11,2021-03-25,34
S12,2021-03-25,26
S13,2021-03-25,13
S14,2021-03-25,22
S15,2021-03-25,25
S1,2021-03-26,62
S2,2021-03-26,23
S3,2021-03-26,50
S4,2021-03-26,51
S5,2021-03-26,36
S6,2021-03-26,28
S7,2021-03-26,54
S8,2021-03-26,26
S9,2021-03-26,41
S10,2021-03-26,31
S11,2021-03-26,12
S12,2021-03-26,22
S13,2021-03-26,42
S14,2021-03-26,19
S15,2021-03-26,50
S1,2021-03-27,19
S2,2021-03-27,44
S3,2021-03-27,26
S4,2021-03-27,60
S5,2021-03-27,19
S6,2021-03-27,42
S7,2021-03-27,40
S8,2021-03-27,39
S9,2021-03-27,36
S10,2021-03-27,32
S11,2021-03-27,20
S12,2021-03-27,42
S13,2021-03-27,28
S14,2021-03-27,36
S15,2021-03-27,31
S1,2021-03-28,41
S2,2021-03-28,57
S3,2021-03-28,35
S4,2021-03-28,53
S5,2021-03-28,58
S6,2021-03-28,38
S7,2021-03-28,31
S8,2021-03-28,54
S9,2021-03-28,31
S10,2021-03-28,51
S11,2021-03-28,62
S12,2021-03-28,24
S13,2021-03-28,28
S14,2021-03-28,24
S15,2021-03-28,27
S1,2021-03-29,17
S2,2021-03-29,40
S3,2021-03-29,34
S4,2021-03-29,50
S5,2021-03-29,64
S6,2021-03-29,54
S7,2021-03-29,10
S8,2021-03-29,17
S9,2021-03-29,12
S10,2021-03-29,48
S11,2021-03-29,31
S12,2021-03-29,49
S13,2021-03-29,23
S14,2021-03-29,29
S15,2021-03-29,25
S1,2021-03-30,50
S2,2021-03-30,36
S3,2021-03-30,55
S4,2021-03-30,20
S5,2021-03-30,54
S6,2021-03-30,19
S7,2021-03-30,51
S8,2021-03-30,53
S9,2021-03-30,25
S10,2021-03-30,21
S11,2021-03-30,52
S12,2021-03-30,54
S13,2021-03-30,59
S14,2021-03-30,19
S15,2021-03-30,21
S1,2021-03-31,27
S2,2021-03-31,21
S3,2021-03-31,25
S4,2021-03-31,19
S5,2021-03-31,24
S6,2021-03-31,44
S7,2021-03-31,18
S8,2021-03-31,42
S9,2021-03-31,37
S10,2021-03-31,41
S11,2021-03-31,41
S12,2021-03-31,50
S13,2021-03-31,32
S14,2021-03-31,14
S15,2021-03-31,37
S1,2021-04-01,54
S2,2021-04-01,17
S3,2021-04-01,34
S4,2021-04-01,16
S5,2021-04-01,10
S6,2021-04-01,36
S7,2021-04-01,34
S8,2021-04-01,18
S9,2021-04-01,34
S10,2021-04-01,17
S11,2021-04-01,30
S12,2021-04-01,52
S13,2021-04-01,18
S14,2021-04-01,38
S15,2021-04-01,21
S1,2021-04-02,64
S2,2021-04-02,16
S3,2021-04-02,63
S4,2021-04-02,56
S5,2021-04-02,31
S6,2021-04-02,19
S7,2021-04-02,34
S8,2021-04-02,14
S9,2021-04-02,15
S10,2021-04-02,45
S11,2021-04-02,42
S12,2021-04-02,58
S13,2021-04-02,28
S14,2021-04-02,43
S15,2021-04-02,23
S1,2021-04-03,34
S2,2021-04-03,29
S3,2021-04-03,49
S4,2021-04-03,52
S5,2021-04-03,32
S6,2021-04-03,45
S7,2021-04-03,30
S8,2021-04-03,53
S9,2021-04-03,18
S10,2021-04-03,50
S11,2021-04-03,57
S12,2021-04-03,13
S13,2021-04-03,55
S14,2021-04-03,11
S15,2021-04-03,58
S1,2021-04-04,57
S2,2021-04-04,64
S3,2021-04-04,13
S4,2021-04-04,25
S5,2021-04-04,41
S6,2021-04-04,35
S7,2021-04-04,52
S8,2021-04-04,41
S9,2021-04-04,48
S10,2021-04-04,27
S11,2021-04-04,29
S12,2021-04-04,12
S13,2021-04-04,29
S14,2021-04-04,35
S15,2021-04-04,32
S1,2021-04-05,42
S2,2021-04-05,16
S3,2021-04-05,39
S4,2021-04-05,21
S5,2021-04-05,48
S6,2021-04-05,11
S7,2021-04-05,12
S8,2021-04-05,30
S9,2021-04-05,16
S10,2021-04-05,40
S11,2021-04-05,44
S12,2021-04-05,27
S13,2021-04-05,54
S14,2021-04-05,15
S15,2021-04-05,38
S1,2021-04-06,16
S2,2021-04-06,44
S3,2021-04-06,13
S4,2021-04-06,21
S5,2021-04-06,53
S6,2021-04-06,43
S7,2021-04-06,55
S8,2021-04-06,12
S9,2021-04-06,12
S10,2021-04-06,52
S11,2021-04-06,47
S12,2021-04-06,52
S13,2021-04-06,11
S14,2021-04-06,35
S15,2021-04-06,12
S1,2021-04-07,42
S2,2021-04-07,10
S3,2021-04-07,27
S4,2021-04-07,50
S5,2021-04-07,18
S6,2021-04-07,51
S7,2021-04-07,38
S8,2021-04-07,43
S9,2021-04-07,28
S10,2021-04-07,56
S11,2021-04-07,54
S12,2021-04-07,43
S13,2021-04-07,62
S14,2021-04-07,49
S15,2021-04-07,61
S1,2021-04-08,17
S2,2021-04-08,62
S3,2021-04-08,36
S4,2021-04-08,19
S5,2021-04-08,21
S6,2021-04-08,50
S7,2021-04-08,64
S8,2021-04-08,17
S9,2021-04-08,47
S10,2021-04-08,54
S11,2021-04-08,52
S12,2021-04-08,13
S13,2021-04-08,37
S14,2021-04-08,33
S15,2021-04-08,10
S1,2021-04-09,24
S2,2021-04-09,11
S3,2021-04-09,60
S4,2021-04-09,13
S5,2021-04-09,62
S6,2021-04-09,44
S7,2021-04-09,64
S8,2021-04-09,13
S9,2021-04-09,62
S10,2021-04-09,51
S11,2021-04-09,43
S12,2021-04-09,10
S13,2021-04-09,49
S14,2021-04-09,30
S15,2021-04-09,63
S1,2021-04-10,64
S2,2021-04-10,58
S3,2021-04-10,27
S4,2021-04-10,15
S5,2021-04-10,45
S6,2021-04-10,49
S7,2021-04-10,26
S8,2021-04-10,56
S9,2021-04-10,24
S10,2021-04-10,26
S11,2021-04-10,43
S12,2021-04-10,57
S13,2021-04-10,45
S14,2021-04-10,60
S15,2021-04-10,30
S1,2021-04-11,48
S2,2021-04-11,10
S3,2021-04-11,19
S4,2021-04-11,27
S5,2021-04-11,42
S6,2021-04-11,52
S7,2021-04-11,48
S8,2021-04-11,58
S9,2021-04-11,52
S10,2021-04-11,27
S11,2021-04-11,17
S12,2021-04-11,59
S13,2021-04-11,38
S14,2021-04-11,33
S15,2021-04-11,42
S1,2021-04-12,50
S2,2021-04-12,24
S3,2021-04-12,52
S4,2021-04-12,48
S5,2021-04-12,55
S6,2021-04-12,58
S7,2021-04-12,50
S8,2021-04-12,31
S9,2021-04-12,53
S10,2021-04-12,25
S11,2021-04-12,63
S12,2021-04-12,20
S13,2021-04-12,46
S14,2021-04-12,51
S15,2021-04-12,29
S1,2021-04-13,51
S2,2021-04-13,29
S3,2021-04-13,17
S4,2021-04-13,41
S5,2021-04-13,13
S6,2021-04-13,42
S7,2021-04-13,56
S8,2021-04-13,32
S9,2021-04-13,53
S10,2021-04-13,20
S11,2021-04-13,26
S12,2021-04-13,64
S13,2021-04-13,40
S14,2021-04-13,53
S15,2021-04-13,38
S1,2021-04-14,55
S2,2021-04-14,52
S3,2021-04-14,32
S4,2021-04-14,46
S5,2021-04-14,41
S6,2021-04-14,29
S7,2021-04-14,15
S8,2021-04-14,61
S9,2021-04-14,15
S10,2021-04-14,36
S11,2021-04-14,62
S12,2021-04-14,43
S13,2021-04-14,31
S14,2021-04-14,12
S15,2021-04-14,43
S1,2021-04-15,42
S2,2021-04-15,12
S3,2021-04-15,17
S4,2021-04-15,32
S5,2021-04-15,40
S6,2021-04-15,53
S7,2021-04-15,51
S8,2021-04-15,62
S9,2021-04-15,29
S10,2021-04-15,10
S11,2021-04-15,59
S12,2021-04-15,57
S13,2021-04-15,63
S14,2021-04-15,38
S15,2021-04-15,39
S1,2021-04-16,59
S2,2021-04-16,20
S3,2021-04-16,43
S4,2021-04-16,25
S5,2021-04-16,35
S6,2021-04-16,20
S7,2021-04-16,52
S8,2021-04-16,64
S9,2021-04-16,19
S10,2021-04-16,64
S11,2021-04-16,45
S12,2021-04-16,32
S13,2021-04-16,11
S14,2021-04-16,14
S15,2021-04-16,15
S1,2021-04-17,63
S2,2021-04-17,34
S3,2021-04-17,29
S4,2021-04-17,19
S5,2021-04-17,42
S6,2021-04-17,23
S7,2021-04-17,57
S8,2021-04-17,17
S9,2021-04-17,22
S10,2021-04-17,49
S11,2021-04-17,13
S12,2021-04-17,55
S13,2021-04-17,13
S14,2021-04-17,45
S15,2021-04-17,47
S1,2021-04-18,37
S2,2021-04-18,17
S3,2021-04-18,33
S4,2021-04-18,41
S5,2021-04-18,42
S6,2021-04-18,52
S7,2021-04-18,10
S8,2021-04-18,15
S9,2021-04-18,42
S10,2021-04-18,33
S11,2021-04-18,54
S12,2021-04-18,12
S13,2021-04-18,62
S14,2021-04-18,33
S15,2021-04-18,60
S1,2021-04-19,30
S2,2021-04-19,49
S3,2021-04-19,57
S4,2021-04-19,23
S5,2021-04-19,12
S6,2021-04-19,34
S7,2021-04-19,37
S8,2021-04-19,54
S9,2021-04-19,60
S10,2021-04-19,25
S11,2021-04-19,11
S12,2021-04-19,12
S13,2021-04-19,30
S14,2021-04-19,40
S15,2021-04-19,31
S1,2021-04-20,30
S2,2021-04-20,49
S3,2021-04-20,29
S4,2021-04-20,37
S5,2021-04-20,37
S6,2021-04-20,38
S7,2021-04-20,64
S8,2021-04-20,35
S9,2021-04-20,37
S10,2021-04-20,28
S11,2021-04-20,62
S12,2021-04-20,29
S13,2021-04-20,52
S14,2021-04-20,51
S15,2021-04-20,53
S1,2021-04-21,21
S2,2021-04-21,60
S3,2021-04-21,49
S4,2021-04-21,27
S5,2021-04-21,29
S6,2021-04-21,28
S7,2021-04-21,62
S8,2021-04-21,54
S9,2021-04-21,43
S10,2021-04-21,23
S11,2021-04-21,64
S12,2021-04-21,27
S13,2021-04-21,37
S14,2021-04-21,25
S15,2021-04-21,40
S1,2021-04-22,49
S2,2021-04-22,44
S3,2021-04-22,40
S4,2021-04-22,20
S5,2021-04-22,12
S6,2021-04-22,15
S7,2021-04-22,48
S8,2021-04-22,34
S9,2021-04-22,60
S10,2021-04-22,31
S11,2021-04-22,31
S12,2021-04-22,24
S13,2021-04-22,30
S14,2021-04-22,60
S15,2021-04-22,14
S1,2021-04-23,15
S2,2021-04-23,49
S3,2021-04-23,12
S4,2021-04-23,17
S5,2021-04-23,13
S6,2021-04-23,16
S7,2021-04-23,27
S8,2021-04-23,13
S9,2021-04-23,21
S10,2021-04-23,12
S11,2021-04-23,32
S12,2021-04-23,60
S13,2021-04-23,50
S14,2021-04-23,24
S15,2021-04-23,37
S1,2021-04-24,20
S2,2021-04-24,36
S3,2021-04-24,19
S4,2021-04-24,61
S5,2021-04-24,43
S6,2021-04-24,28
S7,2021-04-24,53
S8,2021-04-24,41
S9,2021-04-24,48
S10,2021-04-24,48
S11,2021-04-24,38
S12,2021-04-24,35
S13,2021-04-24,54
S14,2021-04-24,61
S15,2021-04-24,62
S1,2021-04-25,14
S2,2021-04-25,42
S3,2021-04-25,58
S4,2021-04-25,39
S5,2021-04-25,18
S6,2021-04-25,25
S7,2021-04-25,24
S8,2021-04-25,30
S9,2021-04-25,21
S10,2021-04-25,34
S11,2021-04-25,32
S12,2021-04-25,41
S13,2021-04-25,28
S14,2021-04-25,18
S15,2021-04-25,45
S1,2021-04-26,20
S2,2021-04-26,62
S3,2021-04-26,20
S4,2021-04-26,32
S5,2021-04-26,20
S6,2021-04-26,59
S7,2021-04-26,14
S8,2021-04-26,34
S9,2021-04-26,27
S10,2021-04-26,50
S11,2021-04-26,26
S12,2021-04-26,17
S13,2021-04-26,29
S14,2021-04-26,34
S15,2021-04-26,40
